customer_id,frequency,monetary,category_diversity
1001280,36,300384,9
1001281,84,606067,9
1001282,12,93851,5
1001283,26,197347,10
1001284,273,2550856,16
1001285,606,5805379,18
1001286,36,251286,8
1001287,59,680206,10
1001288,80,606034,9
1001289,24,321532,6
1001290,25,248419,7
1001291,151,1220101,15
1001292,26,220203,7
1001293,44,277877,6
1001294,142,1054076,9
1001295,26,308233,5
1001296,31,284759,6
1001297,275,2564585,14
1001298,342,3328461,15
1001299,137,1564596,10
1001300,87,664613,11
1001301,170,1863744,14
1001302,36,464767,10
1001303,379,3163252,16
1001304,49,623700,9
1001305,16,236269,4
1001306,246,2740370,16
1001307,16,185557,7
1001309,16,162598,7
1001310,13,94677,4
1001311,95,1034576,13
1001312,85,855615,11
1001313,17,175294,6
1001314,112,803700,12
1001315,57,603190,13
1001316,19,131589,7
1001317,436,3960303,17
1001318,9,80505,5
1001319,19,134983,4
1001320,70,999365,6
1001321,101,780200,12
1001322,230,2028806,12
1001323,94,753376,14
1001324,60,610061,13
1001325,163,1746087,13
1001326,20,200245,5
1001327,40,351242,6
1001328,81,1115881,6
1001329,235,2180575,14
1001330,23,248014,11
1001331,96,784036,13
1001332,17,144052,6
1001333,299,3065866,16
1001334,36,376662,8
1001335,172,1262318,12
1001336,11,120810,8
1001337,40,332640,7
1001338,75,991662,9
1001339,115,893314,12
1001340,451,2653719,18
1001341,51,244581,7
1001342,51,415660,6
1001343,153,1621007,15
1001344,36,312979,10
1001345,112,835463,8
1001346,18,171720,7
1001347,85,753065,9
1001348,77,597761,9
1001349,23,417743,1
1001350,70,655115,9
1001351,14,141697,7
1001352,72,668248,11
1001353,35,291632,6
1001354,386,3237650,17
1001355,27,234934,9
1001356,270,1930537,11
1001357,95,480023,7
1001358,128,1411223,11
1001359,51,479765,8
1001360,58,561977,9
1001361,75,680345,15
1001362,125,1193668,17
1001363,13,125943,7
1001364,31,248688,8
1001365,40,322732,10
1001366,78,652647,12
1001367,119,1079707,11
1001368,24,200928,7
1001369,227,2377019,16
1001370,80,701728,12
1001371,23,269701,6
1001372,37,324831,8
1001373,45,487812,11
1001374,51,436502,6
1001375,37,305751,7
1001376,58,563418,9
1001377,299,2559727,14
1001378,37,474454,10
1001379,16,106872,6
1001380,141,1401331,12
1001381,42,291370,8
1001382,20,177279,8
1001383,453,3380104,17
1001384,13,138191,6
1001385,12,115789,7
1001386,42,385080,10
1001387,129,1205866,13
1001388,37,452726,9
1001389,242,2473249,17
1001390,176,1714252,11
1001391,121,1038116,9
1001392,135,1312252,15
1001393,63,655561,10
1001394,19,111226,6
1001395,162,1735893,14
1001396,112,978278,12
1001397,29,303420,6
1001398,23,205025,9
1001399,143,1436906,14
1001400,38,390224,9
1001401,38,367600,10
1001402,33,332193,8
1001403,38,456890,10
1001404,192,1221368,13
1001405,38,298423,8
1001406,13,104679,4
1001407,108,1088202,10
1001408,82,928115,4
1001409,47,559455,9
1001410,47,503410,15
1001411,35,300643,9
1001412,12,117304,5
1001413,98,1016165,9
1001414,52,741948,2
1001415,113,1085118,13
1001416,10,70601,4
1001417,18,140803,7
1001418,161,1553229,10
1001420,166,1789820,16
1001421,113,965644,15
1001422,409,3173021,17
1001423,50,382685,7
1001424,28,217903,6
1001425,428,3762050,17
1001426,216,2088687,14
1001427,90,817651,11
1001428,33,331687,10
1001429,18,134288,9
1001430,64,668506,7
1001431,15,111581,6
1001432,19,163086,7
1001433,51,628659,4
1001434,160,872625,11
1001435,22,174877,6
1001436,39,381555,7
1001437,95,1079450,12
1001438,25,181470,8
1001439,18,265956,6
1001440,70,599318,10
1001441,48,371978,8
1001442,96,869018,11
1001443,27,283423,10
1001444,18,152311,5
1001445,15,127554,6
1001446,54,645419,10
1001447,533,4503530,17
1001448,570,5136424,14
1001449,714,5103795,18
1001450,65,374646,8
1001451,393,3834928,19
1001452,11,98520,5
1001454,11,103186,5
1001455,40,344772,8
1001456,14,167350,4
1001457,163,1560851,13
1001458,55,489274,11
1001459,15,116300,4
1001460,20,162269,8
1001461,30,242641,8
1001462,19,156823,9
1001463,61,588451,9
1001464,46,569640,8
1001465,346,3367140,18
1001466,128,1521268,9
1001467,56,499468,11
1001468,67,899664,5
1001469,24,188901,5
1001470,400,2898885,17
1001471,10,82550,6
1001472,132,1591171,10
1001473,134,1399618,11
1001474,72,709276,11
1001475,41,395208,6
1001476,40,407413,10
1001477,20,151437,9
1001478,17,126167,7
1001479,16,150667,3
1001480,26,212784,6
1001481,50,540923,10
1001482,34,277386,10
1001483,151,1453483,15
1001484,179,1602846,15
1001485,15,151301,5
1001486,31,334509,7
1001487,20,124611,8
1001488,12,149715,5
1001489,264,1601132,16
1001490,100,1431250,7
1001491,137,1091925,12
1001492,71,584390,9
1001494,58,535886,13
1001495,104,687176,10
1001496,325,2393064,12
1001497,109,1446916,10
1001498,63,642408,10
1001499,77,900416,12
1001500,53,469933,7
1001501,300,2714621,13
1001502,158,1471713,12
1001503,156,1494037,15
1001504,21,245489,2
1001505,172,1378282,14
1001506,58,570693,9
1001507,58,545411,9
1001508,13,140703,6
1001509,170,1435408,13
1001510,20,165079,7
1001511,41,433381,12
1001512,20,168155,6
1001513,88,882711,15
1001514,72,687373,10
1001515,15,134229,7
1001516,179,1513945,12
1001517,41,394847,9
1001518,11,163390,7
1001519,50,465002,11
1001520,14,170201,5
1001521,40,330337,8
1001522,43,521213,11
1001523,59,632333,5
1001524,137,1312283,16
1001525,59,520945,11
1001526,20,151627,6
1001527,73,652197,12
1001528,35,306559,6
1001529,13,152942,4
1001530,224,2182059,15
1001531,19,144107,9
1001532,70,588047,9
1001533,46,461704,11
1001534,11,75153,4
1001535,16,106785,4
1001536,23,199041,8
1001537,17,182294,6
1001538,52,517440,7
1001539,16,213555,7
1001540,66,739476,13
1001541,18,222410,5
1001542,172,1897228,13
1001543,103,1035339,11
1001544,93,897508,12
1001545,112,982106,15
1001546,198,1976396,14
1001547,78,730131,13
1001548,24,180904,6
1001549,11,77878,7
1001550,16,142568,7
1001551,95,925503,14
1001552,144,1345731,11
1001553,27,183135,6
1001554,16,167463,7
1001555,49,484609,11
1001556,205,1585357,14
1001557,35,337478,7
1001558,14,228166,4
1001559,29,265011,13
1001560,79,841705,12
1001561,99,803020,9
1001562,17,81552,5
1001563,44,405722,13
1001564,65,690975,4
1001565,25,154300,3
1001566,12,105654,4
1001567,66,762527,11
1001568,14,128842,8
1001569,44,430659,5
1001570,40,426539,8
1001571,95,991481,9
1001572,28,242609,10
1001573,16,112724,4
1001574,27,215108,6
1001575,30,392784,5
1001576,29,227337,7
1001577,81,834277,13
1001578,18,257823,4
1001579,444,3977702,15
1001580,17,105564,7
1001581,25,171549,6
1001582,13,120148,4
1001583,27,214147,8
1001584,275,2483182,14
1001585,63,620127,6
1001586,233,2759566,16
1001587,316,2308915,15
1001588,31,230225,7
1001589,51,562920,11
1001590,21,204520,6
1001591,165,1829079,13
1001592,193,1692762,14
1001593,112,779007,12
1001594,85,728816,9
1001595,80,732740,13
1001596,12,97850,6
1001597,130,1253614,12
1001598,103,1062978,11
1001599,304,2459411,15
1001600,228,2066219,13
1001601,103,1339350,9
1001602,65,701979,10
1001603,41,370543,8
1001604,20,209087,5
1001605,558,4129632,16
1001606,100,1179309,13
1001607,147,1099699,14
1001608,80,358487,11
1001609,201,1535141,14
1001610,17,160004,6
1001611,315,3140413,16
1001612,12,96199,4
1001613,435,4055569,16
1001614,36,400512,8
1001615,14,94687,4
1001616,141,1322617,8
1001617,126,1149998,16
1001618,48,416902,9
1001619,20,172868,3
1001620,23,324747,5
1001621,11,74968,6
1001622,15,132438,3
1001623,47,533360,8
1001624,198,2045369,13
1001625,28,188697,7
1001626,159,1181985,9
1001627,28,226859,9
1001628,250,2466492,14
1001629,28,356431,5
1001630,68,458284,12
1001631,149,1063108,10
1001632,439,3090234,17
1001633,21,145780,9
1001634,56,424638,7
1001635,426,4414682,15
1001636,90,572234,10
1001637,51,568912,11
1001638,25,281744,9
1001639,305,2920367,17
1001640,85,720599,8
1001641,119,970651,12
1001642,50,442219,10
1001643,131,1632916,13
1001644,28,248400,7
1001645,304,2668615,13
1001646,34,255419,7
1001647,493,4155584,16
1001648,92,731324,13
1001649,34,343037,10
1001650,120,1122962,15
1001651,19,158743,7
1001652,16,120388,6
1001653,11,91949,6
1001654,26,333714,7
1001655,94,959982,10
1001656,16,178256,7
1001657,26,161446,6
1001658,213,1855479,16
1001659,30,216891,8
1001660,28,271667,8
1001661,20,187007,7
1001662,11,116024,9
1001663,25,268874,5
1001665,38,495241,10
1001666,223,2020441,16
1001667,281,3194090,12
1001668,19,209588,7
1001669,18,115745,5
1001670,29,277498,7
1001671,362,3173907,16
1001672,27,308387,5
1001673,44,556373,9
1001674,16,94838,4
1001675,318,3135460,10
1001676,471,4172021,14
1001677,21,169124,8
1001678,72,692790,13
1001679,49,518384,9
1001680,1026,8699596,18
1001681,71,746472,11
1001682,16,187958,6
1001683,98,772009,9
1001684,40,380593,11
1001685,236,1912799,17
1001686,19,166121,5
1001687,219,1590553,12
1001688,81,788563,12
1001691,32,338675,5
1001692,118,1304690,17
1001693,174,1640029,17
1001694,221,2245230,14
1001695,102,1197602,10
1001696,179,1995241,6
1001697,204,1958553,15
1001699,194,1900743,16
1001700,27,221795,5
1001701,320,2669963,16
1001702,43,482889,8
1001703,17,206189,6
1001704,19,207440,6
1001705,40,295672,10
1001706,125,1089610,12
1001707,49,504591,8
1001708,15,165428,7
1001709,120,840789,8
1001710,46,423260,8
1001711,14,96740,5
1001712,274,2605944,16
1001713,16,128723,6
1001714,152,1392974,14
1001715,25,250431,7
1001716,109,876400,12
1001717,237,2328214,16
1001718,21,269859,4
1001719,20,127775,7
1001720,34,361394,8
1001721,61,262249,7
1001722,114,1108844,10
1001723,84,1040483,11
1001724,105,1096395,10
1001725,19,206317,7
1001726,219,1903879,9
1001727,288,3291804,10
1001728,21,248935,5
1001729,27,194559,8
1001730,10,67010,6
1001731,37,268260,8
1001732,22,266622,6
1001733,457,4110004,15
1001734,43,431685,6
1001735,51,335569,6
1001736,110,877617,8
1001737,446,3995259,15
1001738,35,311350,8
1001739,46,425215,8
1001740,36,340879,11
1001741,389,4358776,13
1001742,24,243535,9
1001743,42,430669,13
1001744,80,717631,8
1001745,43,456687,6
1001746,187,2445649,13
1001747,63,367979,11
1001748,338,3212202,18
1001749,316,2219131,17
1001750,41,323257,12
1001751,16,168211,7
1001752,238,2608735,16
1001753,164,2087524,13
1001754,22,152183,5
1001755,228,1766475,14
1001756,34,271298,8
1001757,231,2578278,15
1001758,237,2119798,15
1001759,144,1311357,11
1001760,41,286299,8
1001761,62,386518,9
1001762,39,520286,5
1001763,20,180152,5
1001764,357,4073429,10
1001765,58,614359,10
1001766,14,108997,4
1001767,171,1605158,15
1001768,73,575182,10
1001769,45,297780,10
1001770,57,427799,6
1001771,20,295885,5
1001772,19,159752,5
1001773,34,288619,9
1001774,24,219825,5
1001775,83,914038,12
1001776,227,1902709,11
1001777,32,341521,10
1001778,312,2820361,13
1001779,91,816058,8
1001780,342,2562637,17
1001781,58,474147,7
1001782,20,162326,8
1001784,26,224098,8
1001785,27,263792,9
1001786,31,287481,10
1001787,14,108323,5
1001788,24,186851,9
1001789,32,372278,9
1001790,197,2095204,15
1001791,84,802046,11
1001792,20,162126,6
1001793,160,1526334,13
1001794,240,1646237,15
1001795,17,195747,5
1001796,91,782257,7
1001797,96,1001295,15
1001798,33,305116,9
1001799,53,421226,10
1001801,14,134750,7
1001802,119,1174673,13
1001803,149,1548481,12
1001804,63,657323,8
1001805,93,1029810,11
1001806,118,1296918,11
1001807,107,1151822,8
1001808,19,168670,8
1001809,25,188816,7
1001810,27,196333,7
1001812,382,3669862,15
1001813,10,70037,5
1001815,20,174572,8
1001816,32,351148,7
1001817,74,685032,13
1001818,29,304090,8
1001819,56,647592,11
1001820,182,1762105,13
1001821,14,164727,7
1001822,43,413610,7
1001823,13,85201,5
1001824,98,832046,12
1001825,84,655808,10
1001826,30,279874,7
1001827,24,241870,9
1001828,76,612508,11
1001829,20,167137,8
1001830,18,264009,4
1001831,55,516197,11
1001832,25,197644,6
1001833,50,444100,9
1001834,35,342256,8
1001835,436,4421244,16
1001836,227,2143440,14
1001837,433,3941757,15
1001838,15,145601,6
1001839,48,612013,8
1001840,16,237371,7
1001841,123,805809,13
1001842,267,2782838,15
1001843,71,673260,11
1001844,14,99790,5
1001845,115,802485,7
1001846,29,343187,8
1001847,20,217022,7
1001848,15,109256,6
1001849,15,202272,3
1001850,45,511763,7
1001851,289,2179541,16
1001852,27,288781,8
1001853,79,623014,8
1001854,133,1007424,14
1001855,48,537171,5
1001856,71,1057538,12
1001857,20,243379,7
1001858,61,685990,9
1001859,25,233235,9
1001860,171,1681405,15
1001861,254,2246459,16
1001862,21,207193,8
1001863,55,620513,10
1001864,15,112387,8
1001865,191,1431064,15
1001866,90,860896,12
1001867,33,258715,8
1001868,36,280891,8
1001869,29,236760,9
1001870,85,979348,6
1001871,78,815460,9
1001872,18,180078,9
1001873,95,948404,8
1001874,40,444101,9
1001875,179,1594560,16
1001876,17,134580,6
1001877,80,657619,10
1001878,52,556971,11
1001879,149,1701293,14
1001880,529,4697136,16
1001881,28,245109,5
1001882,131,1332584,14
1001883,237,1745728,13
1001884,409,3944076,17
1001885,39,405027,7
1001886,11,105396,6
1001887,64,564091,13
1001888,17,172599,7
1001889,355,2954684,15
1001891,154,1647667,14
1001892,11,116648,6
1001893,26,207796,6
1001894,97,898361,8
1001895,47,597657,5
1001896,118,1219262,13
1001897,362,3003146,16
1001898,16,134466,7
1001899,417,3797112,15
1001900,24,197287,7
1001901,97,1120140,13
1001902,145,1681677,12
1001903,120,1325044,15
1001904,197,1791915,13
1001905,34,310256,9
1001906,12,107747,8
1001907,9,92888,5
1001908,101,800846,9
1001909,34,290249,6
1001910,29,240471,9
1001911,17,144692,10
1001912,549,3319877,17
1001914,13,101069,5
1001915,17,131238,7
1001916,220,2090542,15
1001917,65,842700,10
1001918,10,68941,5
1001919,26,176445,5
1001920,340,2950808,19
1001921,44,509886,5
1001922,245,2248247,15
1001923,35,289979,7
1001925,160,1633785,17
1001926,370,3653257,12
1001927,9,76523,2
1001928,119,1325017,13
1001929,15,112864,6
1001930,172,1237927,13
1001931,59,431634,9
1001932,49,480478,10
1001933,20,173571,5
1001934,31,235899,9
1001935,35,266981,10
1001936,19,157986,6
1001937,164,1252974,13
1001938,95,1012962,6
1001939,126,1309864,13
1001940,35,396491,9
1001941,898,6817493,16
1001942,32,200427,6
1001943,371,3384425,15
1001944,41,407314,9
1001945,40,347915,11
1001946,49,484415,8
1001947,70,762558,8
1001948,104,1115459,6
1001949,59,692944,13
1001950,78,830304,9
1001951,74,450698,10
1001952,131,932607,12
1001953,21,163967,9
1001954,86,835924,14
1001955,23,168176,4
1001956,44,401007,7
1001957,28,248964,9
1001958,477,3937012,13
1001959,34,360718,7
1001960,119,1090406,14
1001961,55,632384,6
1001962,287,1757095,13
1001963,44,404966,7
1001964,16,151521,8
1001965,36,275408,9
1001966,30,374223,8
1001967,16,110140,3
1001968,267,2097591,14
1001969,303,2876315,13
1001970,34,322470,8
1001971,17,158253,6
1001972,46,531630,12
1001973,21,201529,10
1001974,287,2652357,18
1001976,71,673695,12
1001977,40,364040,8
1001978,94,878647,11
1001979,23,195770,8
1001980,685,5549865,17
1001981,46,364130,11
1001982,94,876068,12
1001983,306,3666177,16
1001984,160,1709859,16
1001985,86,1057821,10
1001986,13,176078,7
1001987,23,235729,6
1001988,355,2881510,16
1001989,18,163218,8
1001990,24,220056,5
1001991,12,143143,6
1001992,53,295892,6
1001993,10,67394,5
1001994,15,164394,7
1001995,45,450857,9
1001996,108,1352589,13
1001997,24,214683,4
1001998,206,1819356,17
1001999,59,526332,13
1002000,54,516831,10
1002001,30,277062,9
1002002,78,726297,9
1002003,41,406113,5
1002004,54,592235,11
1002005,54,378080,7
1002006,24,170868,7
1002007,26,289367,8
1002008,88,845406,12
1002009,32,367410,7
1002010,411,2902942,15
1002011,141,1370857,10
1002012,338,2735812,13
1002013,38,464609,11
1002014,29,391830,11
1002015,485,4044989,16
1002016,196,2103196,15
1002017,65,844698,6
1002018,251,2335655,17
1002019,16,144759,7
1002020,271,2404911,15
1002021,77,936844,5
1002022,103,1133463,13
1002023,155,1606007,14
1002024,137,893299,6
1002025,70,880253,10
1002026,119,979146,16
1002027,65,602524,10
1002028,17,164548,9
1002029,141,949485,8
1002030,340,3280487,18
1002031,133,1082858,15
1002032,32,379320,6
1002033,30,157043,7
1002034,25,179086,3
1002035,93,829972,11
1002036,42,350279,8
1002037,9,88396,5
1002038,228,2098580,14
1002039,69,679559,10
1002040,26,213959,7
1002041,312,2499908,15
1002042,151,1278686,14
1002043,51,388041,9
1002044,14,109876,4
1002045,11,91553,6
1002046,57,438483,8
1002047,152,1409033,15
1002048,19,216381,8
1002049,24,207268,8
1002050,147,1282950,15
1002051,138,1564220,11
1002052,18,139371,7
1002053,17,149089,9
1002054,188,1816947,12
1002055,87,896369,12
1002056,149,1759067,14
1002057,38,347589,10
1002058,53,469758,10
1002059,150,1386091,13
1002060,150,1191098,13
1002061,9,104049,7
1002062,53,783199,6
1002063,709,5167421,17
1002064,136,1357221,16
1002065,17,174605,7
1002066,20,239650,6
1002067,118,1004924,16
1002068,72,891792,9
1002069,46,505663,9
1002070,57,667397,10
1002071,133,1255658,12
1002072,112,1152863,15
1002073,355,2884471,15
1002074,22,207992,6
1002075,31,237474,8
1002076,47,314483,8
1002078,60,482511,9
1002079,54,647764,9
1002080,18,208996,6
1002081,31,222727,9
1002083,19,204762,8
1002084,89,816526,10
1002085,145,1115999,9
1002086,20,187863,8
1002087,29,243425,9
1002088,273,3317817,15
1002089,52,472075,11
1002090,120,1463352,7
1002091,88,1000266,11
1002092,406,3710233,18
1002093,30,202668,5
1002094,42,538188,10
1002095,44,377444,10
1002096,65,768351,6
1002097,102,928338,10
1002098,211,1982859,13
1002099,27,247417,9
1002100,190,1593657,15
1002101,58,535434,11
1002102,284,1790462,12
1002103,53,530334,9
1002104,36,285400,9
1002105,296,2471053,14
1002106,497,2626683,14
1002107,18,152295,7
1002108,16,168957,8
1002109,412,3069936,14
1002110,125,1127326,9
1002111,7,54536,5
1002112,28,247657,8
1002113,22,187873,6
1002114,88,1075023,10
1002115,18,161666,7
1002116,538,4865736,16
1002117,24,233346,8
1002118,50,512281,9
1002119,107,1104102,13
1002121,108,886060,16
1002122,114,1025231,13
1002123,22,170517,5
1002124,357,3543720,17
1002125,123,1398762,9
1002126,43,382646,9
1002127,96,671669,10
1002128,11,112393,6
1002129,183,1587232,11
1002130,35,289794,9
1002131,189,1885996,13
1002132,44,392479,8
1002133,11,93562,7
1002134,43,329348,7
1002135,8,61738,5
1002136,88,802001,11
1002137,40,495468,9
1002138,33,381797,6
1002139,32,290842,8
1002140,110,1053728,13
1002141,11,126864,5
1002142,43,447679,8
1002143,61,625043,8
1002144,56,432283,8
1002145,122,1238491,10
1002146,65,821730,4
1002147,50,543710,11
1002148,143,1399436,7
1002149,30,270475,9
1002150,17,158554,5
1002151,22,150925,5
1002152,14,149108,3
1002153,207,1956791,14
1002154,33,322589,13
1002155,47,376353,6
1002156,168,1451373,13
1002157,81,669912,11
1002158,66,683288,12
1002159,22,217487,10
1002160,9,77353,4
1002161,70,571507,9
1002162,109,943751,12
1002163,57,818481,6
1002164,257,2633491,11
1002165,115,1481545,10
1002166,126,1257714,9
1002167,117,868266,11
1002168,200,1832054,12
1002169,19,130747,6
1002170,60,562132,10
1002171,53,596212,10
1002172,248,1899111,18
1002173,168,1555490,14
1002174,90,698055,8
1002175,99,1133853,12
1002176,90,881709,13
1002177,92,791660,11
1002178,101,936819,9
1002179,95,783196,10
1002180,229,2234253,13
1002181,476,3723189,16
1002182,12,117725,5
1002183,23,204374,10
1002184,21,192388,8
1002185,171,1540819,15
1002186,159,2029732,5
1002187,76,797676,11
1002188,233,1700470,15
1002189,19,185991,10
1002190,71,751967,12
1002191,17,137572,8
1002192,59,725372,9
1002193,16,168925,5
1002194,58,597127,7
1002195,157,1523262,12
1002196,23,204990,9
1002197,25,236177,6
1002198,40,290628,6
1002199,72,539673,12
1002200,36,396187,8
1002201,38,479253,9
1002202,42,261466,9
1002203,304,3455679,14
1002204,19,187017,7
1002205,268,1951554,16
1002206,79,701657,12
1002207,9,97442,5
1002208,153,1323820,15
1002209,15,96893,5
1002210,24,204446,8
1002211,144,1362687,12
1002212,53,415585,9
1002213,26,261784,9
1002214,48,408499,13
1002215,109,1133884,12
1002216,33,230742,7
1002217,26,201715,9
1002218,25,260749,10
1002219,125,990745,9
1002220,18,172359,9
1002221,93,923998,13
1002222,119,834016,11
1002223,290,2272697,15
1002224,18,228812,9
1002225,231,1952546,16
1002226,31,279897,8
1002227,26,335466,6
1002228,37,493558,6
1002229,18,133340,4
1002230,139,937049,8
1002231,242,2193948,17
1002232,194,2217582,14
1002233,115,798853,8
1002234,12,136825,6
1002235,89,665254,7
1002236,55,476614,11
1002237,242,2075333,13
1002238,44,363952,6
1002239,60,729527,11
1002240,66,866592,12
1002241,67,622080,14
1002242,184,1668515,10
1002243,31,331842,11
1002245,29,218674,8
1002247,117,1060461,16
1002248,53,496423,13
1002249,38,338739,10
1002250,30,254348,12
1002251,227,2163036,13
1002252,14,110700,3
1002253,19,267577,4
1002254,47,717636,4
1002255,104,854772,8
1002256,35,389961,4
1002257,21,183690,6
1002258,199,1659393,14
1002259,119,1272561,13
1002260,19,133589,5
1002261,140,1242376,11
1002262,81,929052,9
1002263,122,1288851,14
1002264,171,1566574,15
1002265,131,1569957,9
1002266,55,508060,9
1002267,33,266040,9
1002268,14,116586,5
1002269,14,121999,8
1002270,69,693772,12
1002271,208,2283239,15
1002272,74,812534,11
1002273,41,470540,8
1002274,21,211136,9
1002275,23,193236,5
1002276,59,734002,7
1002278,34,272235,9
1002279,210,1895807,14
1002280,37,321772,10
1002281,44,434670,10
1002283,23,165064,7
1002284,31,405638,7
1002285,28,228032,8
1002286,25,215890,7
1002287,12,113827,5
1002288,286,2182472,16
1002289,22,182761,8
1002291,19,248900,6
1002292,11,117960,7
1002293,165,1774966,14
1002294,34,325558,10
1002295,12,151117,5
1002296,18,145447,5
1002297,23,302687,7
1002298,73,597829,10
1002299,40,377869,8
1002300,31,328023,8
1002302,121,1328225,8
1002303,170,1870312,14
1002304,494,5157638,19
1002305,49,284149,7
1002306,43,346484,7
1002307,82,969229,9
1002308,38,407212,10
1002309,93,732227,10
1002310,63,574476,11
1002311,12,99789,7
1002312,22,231919,9
1002313,28,335670,9
1002314,21,149717,7
1002315,29,192846,8
1002316,92,908720,14
1002318,32,184380,11
1002319,27,249062,6
1002320,52,321617,6
1002321,54,491166,7
1002322,33,276658,8
1002323,143,1267401,13
1002324,51,467137,7
1002325,13,93301,6
1002326,30,345710,6
1002327,31,325558,9
1002328,25,182537,7
1002329,25,195457,9
1002330,67,620941,9
1002331,44,472938,8
1002332,30,297139,9
1002333,28,233714,7
1002334,198,1664070,14
1002335,58,587582,9
1002336,12,97953,5
1002337,39,528084,5
1002338,104,1181843,12
1002339,15,175633,3
1002340,222,2315929,14
1002341,37,288057,10
1002342,45,545639,8
1002343,24,139840,7
1002344,110,1029284,14
1002346,43,499963,8
1002347,14,167105,5
1002348,115,1005335,14
1002349,68,635174,11
1002350,63,613749,8
1002351,76,632478,13
1002352,70,312341,6
1002353,109,871860,14
1002354,41,460372,9
1002355,84,649785,15
1002356,11,92222,5
1002357,16,164680,6
1002358,19,169618,6
1002359,38,323894,12
1002360,21,171576,6
1002361,31,235784,5
1002362,28,224560,6
1002363,16,218736,6
1002364,18,108726,8
1002365,25,288074,4
1002366,24,271766,5
1002367,32,299795,8
1002368,131,1183756,7
1002369,21,320982,9
1002370,43,434182,10
1002371,45,420353,8
1002372,38,359351,7
1002374,92,1173240,9
1002375,20,179781,7
1002376,270,2180835,15
1002377,17,234813,4
1002378,144,1250194,9
1002379,15,163572,7
1002380,234,1978972,14
1002381,15,104174,7
1002382,31,309919,8
1002383,243,1882205,11
1002384,13,146701,7
1002385,13,110622,5
1002386,47,465922,6
1002387,40,419964,9
1002388,15,231198,1
1002389,162,1566967,16
1002390,40,300592,5
1002391,38,386189,10
1002392,18,154299,6
1002393,73,766966,11
1002394,43,468992,7
1002395,112,1102989,12
1002396,21,213434,6
1002397,37,365573,11
1002398,49,438450,10
1002399,15,137484,6
1002401,37,491940,7
1002402,291,2842474,16
1002404,56,627385,10
1002405,37,347575,7
1002406,57,457646,9
1002407,87,782612,13
1002408,40,436599,9
1002409,86,736670,11
1002410,65,526171,7
1002411,179,1730460,12
1002412,18,262889,2
1002413,18,176641,5
1002414,130,1387583,12
1002415,19,194188,8
1002416,27,259571,8
1002417,14,138623,5
1002418,39,236365,6
1002419,306,2457996,16
1002420,25,335763,5
1002421,38,512174,5
1002422,10,76740,4
1002423,36,286511,7
1002424,84,884374,11
1002425,28,297155,5
1002426,19,168824,5
1002427,67,621830,8
1002428,45,330947,6
1002429,66,665452,11
1002430,26,257911,6
1002431,13,67063,4
1002432,23,254390,4
1002433,19,158527,5
1002434,14,155367,4
1002435,68,850088,4
1002436,223,2009518,13
1002437,22,247994,9
1002438,99,908247,11
1002439,53,423725,9
1002440,11,99192,6
1002441,17,155843,8
1002442,16,100036,7
1002443,14,90970,4
1002444,47,351031,10
1002445,122,1665344,5
1002446,227,2257780,16
1002447,35,312630,5
1002449,16,130408,6
1002450,14,105007,5
1002451,95,792959,11
1002452,27,327606,9
1002453,343,3368025,16
1002454,171,1552962,12
1002455,100,681844,12
1002456,209,1787143,14
1002457,282,2480975,13
1002458,100,1005516,12
1002459,61,569455,10
1002460,29,323621,8
1002461,59,614512,8
1002462,135,1098964,15
1002463,65,678257,10
1002464,20,183944,8
1002465,120,1331003,16
1002466,117,1141487,16
1002467,13,184108,5
1002468,73,842992,8
1002469,37,400082,8
1002470,15,147620,5
1002471,25,186271,9
1002472,165,1498136,12
1002473,22,253795,5
1002474,19,223170,6
1002475,17,132512,6
1002476,31,293821,5
1002477,36,373562,11
1002478,158,1454452,16
1002479,20,206077,7
1002480,31,323568,10
1002481,74,643131,15
1002482,18,146570,6
1002483,45,393521,13
1002484,305,2514035,15
1002485,140,1260022,11
1002486,93,789035,7
1002487,25,231666,8
1002488,8,62250,3
1002489,223,1858258,13
1002490,13,137359,6
1002491,67,665971,10
1002492,56,500101,9
1002493,50,552781,12
1002494,21,141315,5
1002495,24,183504,7
1002496,296,2191713,19
1002497,67,626805,14
1002498,94,758980,13
1002499,31,315911,9
1002500,79,974049,9
1002501,52,476505,11
1002502,14,101197,7
1002503,114,884599,10
1002504,162,1687962,15
1002505,20,230883,8
1002506,153,1099457,14
1002507,458,4433272,17
1002508,36,352000,9
1002509,19,185178,6
1002510,28,384034,9
1002511,20,200438,8
1002512,18,179822,4
1002513,33,273813,3
1002514,20,233089,8
1002515,25,323421,6
1002516,17,119568,6
1002517,28,195437,6
1002518,32,352984,7
1002519,31,329346,9
1002520,30,351718,8
1002521,31,378705,5
1002522,44,558743,3
1002523,74,829733,13
1002524,15,104944,5
1002525,32,228217,4
1002526,154,1594760,17
1002527,17,261590,2
1002528,43,489148,7
1002529,450,4135916,16
1002530,14,124165,6
1002531,12,79498,5
1002532,23,201311,7
1002533,78,655545,8
1002534,25,166417,6
1002535,38,307526,7
1002536,33,204088,4
1002537,317,2252051,17
1002538,15,194400,4
1002539,20,277589,1
1002540,123,1313319,12
1002541,138,938117,7
1002542,12,127747,6
1002543,12,126460,4
1002544,412,3711865,18
1002545,27,248868,7
1002546,74,616278,12
1002547,70,750225,11
1002548,26,280236,8
1002549,12,140535,5
