customer_id,frequency,monetary,r_score,f_score,m_score,segment
1001515,15,134229,5,1,1,Potential
1001516,179,1513945,1,5,5,At Risk
1001517,41,394847,3,3,3,Loyal
1001518,11,163390,5,1,1,Potential
1001519,50,465002,3,3,3,Loyal
1001520,14,170201,5,1,1,Potential
1001521,40,330337,4,2,2,Potential
1001522,43,521213,3,3,3,Loyal
1001523,59,632333,3,3,3,Loyal
1001524,137,1312283,2,4,4,At Risk
1001525,59,520945,3,3,3,Loyal
1001526,20,151627,5,1,1,Potential
1001527,73,652197,2,4,3,At Risk
1001528,35,306559,4,2,2,Potential
1001529,13,152942,5,1,1,Potential
1001530,224,2182059,1,5,5,At Risk
1001531,19,144107,5,1,1,Potential
1001532,70,588047,3,3,3,Loyal
1001533,46,461704,3,3,3,Loyal
1001534,11,75153,5,1,1,Potential
1001535,16,106785,5,1,1,Potential
1001536,23,199041,4,2,1,Potential
1001537,17,182294,5,1,1,Potential
1001538,52,517440,3,3,3,Loyal
1001539,16,213555,5,1,2,Potential
1001540,66,739476,3,3,4,Loyal
1001541,18,222410,5,1,2,Potential
1001542,172,1897228,1,5,5,At Risk
1001543,103,1035339,2,4,4,At Risk
1001544,93,897508,2,4,4,At Risk
1001545,112,982106,2,4,4,At Risk
1001546,198,1976396,1,5,5,At Risk
1001547,78,730131,2,4,4,At Risk
1001548,24,180904,4,2,1,Potential
1001549,11,77878,5,1,1,Potential
1001550,16,142568,5,1,1,Potential
1001551,95,925503,2,4,4,At Risk
1001552,144,1345731,1,5,4,At Risk
1001553,27,183135,4,2,1,Potential
1001554,16,167463,5,1,1,Potential
1001555,49,484609,3,3,3,Loyal
1001556,205,1585357,1,5,5,At Risk
1001557,35,337478,4,2,2,Potential
1001558,14,228166,5,1,2,Potential
1001559,29,265011,4,2,2,Potential
1001560,79,841705,2,4,4,At Risk
1001561,99,803020,2,4,4,At Risk
1001562,17,81552,5,1,1,Potential
1001563,44,405722,3,3,3,Loyal
1001564,65,690975,3,3,3,Loyal
1001565,25,154300,4,2,1,Potential
1001566,12,105654,5,1,1,Potential
1001567,66,762527,3,3,4,Loyal
1001568,14,128842,5,1,1,Potential
1001569,44,430659,3,3,3,Loyal
1001570,40,426539,4,2,3,Potential
1001571,95,991481,2,4,4,At Risk
1001572,28,242609,4,2,2,Potential
1001573,16,112724,5,1,1,Potential
1001574,27,215108,4,2,2,Potential
1001575,30,392784,4,2,3,Potential
1001576,29,227337,4,2,2,Potential
1001577,81,834277,2,4,4,At Risk
1001578,18,257823,5,1,2,Potential
1001579,444,3977702,1,5,5,At Risk
1001580,17,105564,5,1,1,Potential
1001581,25,171549,4,2,1,Potential
1001582,13,120148,5,1,1,Potential
1001583,27,214147,4,2,2,Potential
1001584,275,2483182,1,5,5,At Risk
1001585,63,620127,3,3,3,Loyal
1001586,233,2759566,1,5,5,At Risk
1001587,316,2308915,1,5,5,At Risk
1001588,31,230225,4,2,2,Potential
1001589,51,562920,3,3,3,Loyal
1001590,21,204520,5,1,1,Potential
1001591,165,1829079,1,5,5,At Risk
1001592,193,1692762,1,5,5,At Risk
1001593,112,779007,2,4,4,At Risk
1001594,85,728816,2,4,4,At Risk
1001595,80,732740,2,4,4,At Risk
1001596,12,97850,5,1,1,Potential
1001597,130,1253614,2,4,4,At Risk
1001598,103,1062978,2,4,4,At Risk
1001599,304,2459411,1,5,5,At Risk
1001600,228,2066219,1,5,5,At Risk
1001601,103,1339350,2,4,4,At Risk
1001602,65,701979,3,3,4,Loyal
1001603,41,370543,3,3,2,Loyal
1001604,20,209087,5,1,2,Potential
1001605,558,4129632,1,5,5,At Risk
1001606,100,1179309,2,4,4,At Risk
1001607,147,1099699,1,5,4,At Risk
1001608,80,358487,2,4,2,At Risk
1001609,201,1535141,1,5,5,At Risk
1001610,17,160004,5,1,1,Potential
1001611,315,3140413,1,5,5,At Risk
1001612,12,96199,5,1,1,Potential
1001613,435,4055569,1,5,5,At Risk
1001614,36,400512,4,2,3,Potential
1001615,14,94687,5,1,1,Potential
1001616,141,1322617,2,4,4,At Risk
1001617,126,1149998,2,4,4,At Risk
1001618,48,416902,3,3,3,Loyal
1001619,20,172868,5,1,1,Potential
1001620,23,324747,4,2,2,Potential
1001621,11,74968,5,1,1,Potential
1001622,15,132438,5,1,1,Potential
1001623,47,533360,3,3,3,Loyal
1001624,198,2045369,1,5,5,At Risk
1001625,28,188697,4,2,1,Potential
1001626,159,1181985,1,5,4,At Risk
1001627,28,226859,4,2,2,Potential
1001628,250,2466492,1,5,5,At Risk
1001629,28,356431,4,2,2,Potential
1001630,68,458284,3,3,3,Loyal
1001631,149,1063108,1,5,4,At Risk
1001632,439,3090234,1,5,5,At Risk
1001633,21,145780,5,1,1,Potential
1001634,56,424638,3,3,3,Loyal
1001635,426,4414682,1,5,5,At Risk
1001636,90,572234,2,4,3,At Risk
1001637,51,568912,3,3,3,Loyal
1001638,25,281744,4,2,2,Potential
1001639,305,2920367,1,5,5,At Risk
1001640,85,720599,2,4,4,At Risk
1001641,119,970651,2,4,4,At Risk
1001642,50,442219,3,3,3,Loyal
1001643,131,1632916,2,4,5,At Risk
1001644,28,248400,4,2,2,Potential
1001645,304,2668615,1,5,5,At Risk
1001646,34,255419,4,2,2,Potential
1001647,493,4155584,1,5,5,At Risk
1001648,92,731324,2,4,4,At Risk
1001649,34,343037,4,2,2,Potential
1001650,120,1122962,2,4,4,At Risk
1001651,19,158743,5,1,1,Potential
1001652,16,120388,5,1,1,Potential
1001653,11,91949,5,1,1,Potential
1001654,26,333714,4,2,2,Potential
1001655,94,959982,2,4,4,At Risk
1001656,16,178256,5,1,1,Potential
1001657,26,161446,4,2,1,Potential
1001658,213,1855479,1,5,5,At Risk
1001659,30,216891,4,2,2,Potential
1001660,28,271667,4,2,2,Potential
1001661,20,187007,5,1,1,Potential
1001662,11,116024,5,1,1,Potential
1001663,25,268874,4,2,2,Potential
1001665,38,495241,4,2,3,Potential
1001666,223,2020441,1,5,5,At Risk
1001667,281,3194090,1,5,5,At Risk
1001668,19,209588,5,1,2,Potential
1001669,18,115745,5,1,1,Potential
1001670,29,277498,4,2,2,Potential
1001671,362,3173907,1,5,5,At Risk
1001672,27,308387,4,2,2,Potential
1001673,44,556373,3,3,3,Loyal
1001674,16,94838,5,1,1,Potential
1001675,318,3135460,1,5,5,At Risk
1001676,471,4172021,1,5,5,At Risk
1001677,21,169124,5,1,1,Potential
1001678,72,692790,3,3,3,Loyal
1001679,49,518384,3,3,3,Loyal
1001680,1026,8699596,1,5,5,At Risk
1001681,71,746472,3,3,4,Loyal
1001682,16,187958,5,1,1,Potential
1001683,98,772009,2,4,4,At Risk
1001684,40,380593,4,2,2,Potential
1001685,236,1912799,1,5,5,At Risk
1001686,19,166121,5,1,1,Potential
1001687,219,1590553,1,5,5,At Risk
1001688,81,788563,2,4,4,At Risk
1001691,32,338675,4,2,2,Potential
1001692,118,1304690,2,4,4,At Risk
1001693,174,1640029,1,5,5,At Risk
1001694,221,2245230,1,5,5,At Risk
1001695,102,1197602,2,4,4,At Risk
1001696,179,1995241,1,5,5,At Risk
1001697,204,1958553,1,5,5,At Risk
1001699,194,1900743,1,5,5,At Risk
1001700,27,221795,4,2,2,Potential
1001701,320,2669963,1,5,5,At Risk
1001702,43,482889,3,3,3,Loyal
1001703,17,206189,5,1,2,Potential
1001704,19,207440,5,1,2,Potential
1001705,40,295672,4,2,2,Potential
1001706,125,1089610,2,4,4,At Risk
1001707,49,504591,3,3,3,Loyal
1001708,15,165428,5,1,1,Potential
1001709,120,840789,2,4,4,At Risk
1001710,46,423260,3,3,3,Loyal
1001711,14,96740,5,1,1,Potential
1001712,274,2605944,1,5,5,At Risk
1001713,16,128723,5,1,1,Potential
1001714,152,1392974,1,5,5,At Risk
1001715,25,250431,4,2,2,Potential
1001716,109,876400,2,4,4,At Risk
1001717,237,2328214,1,5,5,At Risk
1001718,21,269859,5,1,2,Potential
1001719,20,127775,5,1,1,Potential
1001720,34,361394,4,2,2,Potential
1001721,61,262249,3,3,2,Loyal
1001722,114,1108844,2,4,4,At Risk
1001723,84,1040483,2,4,4,At Risk
1001724,105,1096395,2,4,4,At Risk
1001725,19,206317,5,1,2,Potential
1001726,219,1903879,1,5,5,At Risk
1001727,288,3291804,1,5,5,At Risk
1001728,21,248935,5,1,2,Potential
1001729,27,194559,4,2,1,Potential
1001730,10,67010,5,1,1,Potential
1001731,37,268260,4,2,2,Potential
1001732,22,266622,5,1,2,Potential
1001733,457,4110004,1,5,5,At Risk
1001734,43,431685,3,3,3,Loyal
1001735,51,335569,3,3,2,Loyal
1001736,110,877617,2,4,4,At Risk
1001737,446,3995259,1,5,5,At Risk
1001738,35,311350,4,2,2,Potential
1001739,46,425215,3,3,3,Loyal
1001740,36,340879,4,2,2,Potential
1001741,389,4358776,1,5,5,At Risk
1001742,24,243535,4,2,2,Potential
1001743,42,430669,3,3,3,Loyal
1001744,80,717631,2,4,4,At Risk
1001745,43,456687,3,3,3,Loyal
1001746,187,2445649,1,5,5,At Risk
1001747,63,367979,3,3,2,Loyal
1001748,338,3212202,1,5,5,At Risk
1001749,316,2219131,1,5,5,At Risk
1001750,41,323257,3,3,2,Loyal
1001751,16,168211,5,1,1,Potential
1001752,238,2608735,1,5,5,At Risk
1001753,164,2087524,1,5,5,At Risk
1001754,22,152183,5,1,1,Potential
1001755,228,1766475,1,5,5,At Risk
1001756,34,271298,4,2,2,Potential
1001757,231,2578278,1,5,5,At Risk
1001758,237,2119798,1,5,5,At Risk
1001759,144,1311357,1,5,4,At Risk
1001760,41,286299,3,3,2,Loyal
1001761,62,386518,3,3,3,Loyal
1001762,39,520286,4,2,3,Potential
1001763,20,180152,5,1,1,Potential
1001764,357,4073429,1,5,5,At Risk
1001765,58,614359,3,3,3,Loyal
1001766,14,108997,5,1,1,Potential
1001767,171,1605158,1,5,5,At Risk
1001768,73,575182,2,4,3,At Risk
1001769,45,297780,3,3,2,Loyal
1001770,57,427799,3,3,3,Loyal
1001771,20,295885,5,1,2,Potential
1001772,19,159752,5,1,1,Potential
1001773,34,288619,4,2,2,Potential
1001774,24,219825,4,2,2,Potential
1001775,83,914038,2,4,4,At Risk
1001776,227,1902709,1,5,5,At Risk
1001777,32,341521,4,2,2,Potential
1001778,312,2820361,1,5,5,At Risk
1001779,91,816058,2,4,4,At Risk
1001780,342,2562637,1,5,5,At Risk
1001781,58,474147,3,3,3,Loyal
1001782,20,162326,5,1,1,Potential
1001784,26,224098,4,2,2,Potential
1001785,27,263792,4,2,2,Potential
1001786,31,287481,4,2,2,Potential
1001787,14,108323,5,1,1,Potential
1001788,24,186851,4,2,1,Potential
1001789,32,372278,4,2,2,Potential
1001790,197,2095204,1,5,5,At Risk
1001791,84,802046,2,4,4,At Risk
1001792,20,162126,5,1,1,Potential
1001793,160,1526334,1,5,5,At Risk
1001794,240,1646237,1,5,5,At Risk
1001795,17,195747,5,1,1,Potential
1001796,91,782257,2,4,4,At Risk
1001797,96,1001295,2,4,4,At Risk
1001798,33,305116,4,2,2,Potential
1001799,53,421226,3,3,3,Loyal
1001801,14,134750,5,1,1,Potential
1001802,119,1174673,2,4,4,At Risk
1001803,149,1548481,1,5,5,At Risk
1001804,63,657323,3,3,3,Loyal
1001805,93,1029810,2,4,4,At Risk
1001806,118,1296918,2,4,4,At Risk
1001807,107,1151822,2,4,4,At Risk
1001808,19,168670,5,1,1,Potential
1001809,25,188816,4,2,1,Potential
1001810,27,196333,4,2,1,Potential
1001812,382,3669862,1,5,5,At Risk
1001813,10,70037,5,1,1,Potential
1001815,20,174572,5,1,1,Potential
1001816,32,351148,4,2,2,Potential
1001817,74,685032,2,4,3,At Risk
1001818,29,304090,4,2,2,Potential
1001819,56,647592,3,3,3,Loyal
1001820,182,1762105,1,5,5,At Risk
1001821,14,164727,5,1,1,Potential
1001822,43,413610,3,3,3,Loyal
1001823,13,85201,5,1,1,Potential
1001824,98,832046,2,4,4,At Risk
1001825,84,655808,2,4,3,At Risk
1001826,30,279874,4,2,2,Potential
1001827,24,241870,4,2,2,Potential
1001828,76,612508,2,4,3,At Risk
1001829,20,167137,5,1,1,Potential
1001830,18,264009,5,1,2,Potential
1001831,55,516197,3,3,3,Loyal
1001832,25,197644,4,2,1,Potential
1001833,50,444100,3,3,3,Loyal
1001834,35,342256,4,2,2,Potential
1001835,436,4421244,1,5,5,At Risk
1001836,227,2143440,1,5,5,At Risk
1001837,433,3941757,1,5,5,At Risk
1001838,15,145601,5,1,1,Potential
1001839,48,612013,3,3,3,Loyal
1001840,16,237371,5,1,2,Potential
1001841,123,805809,2,4,4,At Risk
1001842,267,2782838,1,5,5,At Risk
1001843,71,673260,3,3,3,Loyal
1001844,14,99790,5,1,1,Potential
1001845,115,802485,2,4,4,At Risk
1001846,29,343187,4,2,2,Potential
1001847,20,217022,5,1,2,Potential
1001848,15,109256,5,1,1,Potential
1001849,15,202272,5,1,1,Potential
1001850,45,511763,3,3,3,Loyal
1001851,289,2179541,1,5,5,At Risk
1001852,27,288781,4,2,2,Potential
1001853,79,623014,2,4,3,At Risk
1001854,133,1007424,2,4,4,At Risk
1001855,48,537171,3,3,3,Loyal
1001856,71,1057538,3,3,4,Loyal
1001857,20,243379,5,1,2,Potential
1001858,61,685990,3,3,3,Loyal
1001859,25,233235,4,2,2,Potential
1001860,171,1681405,1,5,5,At Risk
1001861,254,2246459,1,5,5,At Risk
1001862,21,207193,5,1,2,Potential
1001863,55,620513,3,3,3,Loyal
1001864,15,112387,5,1,1,Potential
1001865,191,1431064,1,5,5,At Risk
1001866,90,860896,2,4,4,At Risk
1001867,33,258715,4,2,2,Potential
1001868,36,280891,4,2,2,Potential
1001869,29,236760,4,2,2,Potential
1001870,85,979348,2,4,4,At Risk
1001871,78,815460,2,4,4,At Risk
1001872,18,180078,5,1,1,Potential
1001873,95,948404,2,4,4,At Risk
1001874,40,444101,4,2,3,Potential
1001875,179,1594560,1,5,5,At Risk
1001876,17,134580,5,1,1,Potential
1001877,80,657619,2,4,3,At Risk
1001878,52,556971,3,3,3,Loyal
1001879,149,1701293,1,5,5,At Risk
1001880,529,4697136,1,5,5,At Risk
1001881,28,245109,4,2,2,Potential
1001882,131,1332584,2,4,4,At Risk
1001883,237,1745728,1,5,5,At Risk
1001884,409,3944076,1,5,5,At Risk
1001885,39,405027,4,2,3,Potential
1001886,11,105396,5,1,1,Potential
1001887,64,564091,3,3,3,Loyal
1001888,17,172599,5,1,1,Potential
1001889,355,2954684,1,5,5,At Risk
1001891,154,1647667,1,5,5,At Risk
1001892,11,116648,5,1,1,Potential
1001893,26,207796,4,2,2,Potential
1001894,97,898361,2,4,4,At Risk
1001895,47,597657,3,3,3,Loyal
1001896,118,1219262,2,4,4,At Risk
1001897,362,3003146,1,5,5,At Risk
1001898,16,134466,5,1,1,Potential
1001899,417,3797112,1,5,5,At Risk
1001900,24,197287,4,2,1,Potential
1001901,97,1120140,2,4,4,At Risk
1001902,145,1681677,1,5,5,At Risk
1001903,120,1325044,2,4,4,At Risk
1001904,197,1791915,1,5,5,At Risk
1001905,34,310256,4,2,2,Potential
1001906,12,107747,5,1,1,Potential
1001907,9,92888,5,1,1,Potential
1001908,101,800846,2,4,4,At Risk
1001909,34,290249,4,2,2,Potential
1001910,29,240471,4,2,2,Potential
1001911,17,144692,5,1,1,Potential
1001912,549,3319877,1,5,5,At Risk
1001914,13,101069,5,1,1,Potential
1001915,17,131238,5,1,1,Potential
1001916,220,2090542,1,5,5,At Risk
1001917,65,842700,3,3,4,Loyal
1001918,10,68941,5,1,1,Potential
1001919,26,176445,4,2,1,Potential
1001920,340,2950808,1,5,5,At Risk
1001921,44,509886,3,3,3,Loyal
1001922,245,2248247,1,5,5,At Risk
1001923,35,289979,4,2,2,Potential
1001925,160,1633785,1,5,5,At Risk
1001926,370,3653257,1,5,5,At Risk
1001927,9,76523,5,1,1,Potential
1001928,119,1325017,2,4,4,At Risk
1001929,15,112864,5,1,1,Potential
1001930,172,1237927,1,5,4,At Risk
1001931,59,431634,3,3,3,Loyal
1001932,49,480478,3,3,3,Loyal
1001933,20,173571,5,1,1,Potential
1001934,31,235899,4,2,2,Potential
1001935,35,266981,4,2,2,Potential
1001936,19,157986,5,1,1,Potential
1001937,164,1252974,1,5,4,At Risk
1001938,95,1012962,2,4,4,At Risk
1001939,126,1309864,2,4,4,At Risk
1001940,35,396491,4,2,3,Potential
1001941,898,6817493,1,5,5,At Risk
1001942,32,200427,4,2,1,Potential
1001943,371,3384425,1,5,5,At Risk
1001944,41,407314,3,3,3,Loyal
1001945,40,347915,4,2,2,Potential
1001946,49,484415,3,3,3,Loyal
1001947,70,762558,3,3,4,Loyal
1001948,104,1115459,2,4,4,At Risk
1001949,59,692944,3,3,3,Loyal
1001950,78,830304,2,4,4,At Risk
1001951,74,450698,2,4,3,At Risk
1001952,131,932607,2,4,4,At Risk
1001953,21,163967,5,1,1,Potential
1001954,86,835924,2,4,4,At Risk
1001955,23,168176,4,2,1,Potential
1001956,44,401007,3,3,3,Loyal
1001957,28,248964,4,2,2,Potential
1001958,477,3937012,1,5,5,At Risk
1001959,34,360718,4,2,2,Potential
1001960,119,1090406,2,4,4,At Risk
1001961,55,632384,3,3,3,Loyal
1001962,287,1757095,1,5,5,At Risk
1001963,44,404966,3,3,3,Loyal
1001964,16,151521,5,1,1,Potential
1001965,36,275408,4,2,2,Potential
1001966,30,374223,4,2,2,Potential
1001967,16,110140,5,1,1,Potential
1001968,267,2097591,1,5,5,At Risk
1001969,303,2876315,1,5,5,At Risk
1001970,34,322470,4,2,2,Potential
1001971,17,158253,5,1,1,Potential
1001972,46,531630,3,3,3,Loyal
1001973,21,201529,5,1,1,Potential
1001974,287,2652357,1,5,5,At Risk
1001976,71,673695,3,3,3,Loyal
1001977,40,364040,4,2,2,Potential
1001978,94,878647,2,4,4,At Risk
1001979,23,195770,4,2,1,Potential
1001980,685,5549865,1,5,5,At Risk
1001981,46,364130,3,3,2,Loyal
1001982,94,876068,2,4,4,At Risk
1001983,306,3666177,1,5,5,At Risk
1001984,160,1709859,1,5,5,At Risk
1001985,86,1057821,2,4,4,At Risk
1001986,13,176078,5,1,1,Potential
1001987,23,235729,4,2,2,Potential
1001988,355,2881510,1,5,5,At Risk
1001989,18,163218,5,1,1,Potential
1001990,24,220056,4,2,2,Potential
1001991,12,143143,5,1,1,Potential
1001992,53,295892,3,3,2,Loyal
1001993,10,67394,5,1,1,Potential
1001994,15,164394,5,1,1,Potential
1001995,45,450857,3,3,3,Loyal
1001996,108,1352589,2,4,4,At Risk
1001997,24,214683,4,2,2,Potential
1001998,206,1819356,1,5,5,At Risk
1001999,59,526332,3,3,3,Loyal
1002000,54,516831,3,3,3,Loyal
1002001,30,277062,4,2,2,Potential
1002002,78,726297,2,4,4,At Risk
1002003,41,406113,3,3,3,Loyal
1002004,54,592235,3,3,3,Loyal
1002005,54,378080,3,3,2,Loyal
1002006,24,170868,4,2,1,Potential
1002007,26,289367,4,2,2,Potential
1002008,88,845406,2,4,4,At Risk
1002009,32,367410,4,2,2,Potential
1002010,411,2902942,1,5,5,At Risk
1002011,141,1370857,2,4,5,At Risk
1002012,338,2735812,1,5,5,At Risk
1002013,38,464609,4,2,3,Potential
1002014,29,391830,4,2,3,Potential
1002015,485,4044989,1,5,5,At Risk
1002016,196,2103196,1,5,5,At Risk
1002017,65,844698,3,3,4,Loyal
1002018,251,2335655,1,5,5,At Risk
1002019,16,144759,5,1,1,Potential
1002020,271,2404911,1,5,5,At Risk
1002021,77,936844,2,4,4,At Risk
1002022,103,1133463,2,4,4,At Risk
1002023,155,1606007,1,5,5,At Risk
1002024,137,893299,2,4,4,At Risk
1002025,70,880253,3,3,4,Loyal
1002026,119,979146,2,4,4,At Risk
1002027,65,602524,3,3,3,Loyal
1002028,17,164548,5,1,1,Potential
1002029,141,949485,2,4,4,At Risk
1002030,340,3280487,1,5,5,At Risk
1002031,133,1082858,2,4,4,At Risk
1002032,32,379320,4,2,2,Potential
1002033,30,157043,4,2,1,Potential
1002034,25,179086,4,2,1,Potential
1002035,93,829972,2,4,4,At Risk
1002036,42,350279,3,3,2,Loyal
1002037,9,88396,5,1,1,Potential
1002038,228,2098580,1,5,5,At Risk
1002039,69,679559,3,3,3,Loyal
1002040,26,213959,4,2,2,Potential
1002041,312,2499908,1,5,5,At Risk
1002042,151,1278686,1,5,4,At Risk
1002043,51,388041,3,3,3,Loyal
1002044,14,109876,5,1,1,Potential
1002045,11,91553,5,1,1,Potential
1002046,57,438483,3,3,3,Loyal
1002047,152,1409033,1,5,5,At Risk
1002048,19,216381,5,1,2,Potential
1002049,24,207268,4,2,2,Potential
1002050,147,1282950,1,5,4,At Risk
1002051,138,1564220,2,4,5,At Risk
1002052,18,139371,5,1,1,Potential
1002053,17,149089,5,1,1,Potential
1002054,188,1816947,1,5,5,At Risk
1002055,87,896369,2,4,4,At Risk
1002056,149,1759067,1,5,5,At Risk
1002057,38,347589,4,2,2,Potential
1002058,53,469758,3,3,3,Loyal
1002059,150,1386091,1,5,5,At Risk
1002060,150,1191098,1,5,4,At Risk
1002061,9,104049,5,1,1,Potential
1002062,53,783199,3,3,4,Loyal
1002063,709,5167421,1,5,5,At Risk
1002064,136,1357221,2,4,5,At Risk
1002065,17,174605,5,1,1,Potential
1002066,20,239650,5,1,2,Potential
1002067,118,1004924,2,4,4,At Risk
1002068,72,891792,2,3,4,At Risk
1002069,46,505663,3,3,3,Loyal
1002070,57,667397,3,3,3,Loyal
1002071,133,1255658,2,4,4,At Risk
1002072,112,1152863,2,4,4,At Risk
1002073,355,2884471,1,5,5,At Risk
1002074,22,207992,5,1,2,Potential
1002075,31,237474,4,2,2,Potential
1002076,47,314483,3,3,2,Loyal
1002078,60,482511,3,3,3,Loyal
1002079,54,647764,3,3,3,Loyal
1002080,18,208996,5,1,2,Potential
1002081,31,222727,4,2,2,Potential
1002083,19,204762,5,1,1,Potential
1002084,89,816526,2,4,4,At Risk
1002085,145,1115999,1,5,4,At Risk
1002086,20,187863,5,1,1,Potential
1002087,29,243425,4,2,2,Potential
1002088,273,3317817,1,5,5,At Risk
1002089,52,472075,3,3,3,Loyal
1002090,120,1463352,2,4,5,At Risk
1002091,88,1000266,2,4,4,At Risk
1002092,406,3710233,1,5,5,At Risk
1002093,30,202668,4,2,1,Potential
1002094,42,538188,3,3,3,Loyal
1002095,44,377444,3,3,2,Loyal
1002096,65,768351,3,3,4,Loyal
1002097,102,928338,2,4,4,At Risk
1002098,211,1982859,1,5,5,At Risk
1002099,27,247417,4,2,2,Potential
1002100,190,1593657,1,5,5,At Risk
1002101,58,535434,3,3,3,Loyal
1002102,284,1790462,1,5,5,At Risk
1002103,53,530334,3,3,3,Loyal
1002104,36,285400,4,2,2,Potential
1002105,296,2471053,1,5,5,At Risk
1002106,497,2626683,1,5,5,At Risk
1002107,18,152295,5,1,1,Potential
1002108,16,168957,5,1,1,Potential
1002109,412,3069936,1,5,5,At Risk
1002110,125,1127326,2,4,4,At Risk
1002111,7,54536,5,1,1,Potential
1002112,28,247657,4,2,2,Potential
1002113,22,187873,4,1,1,Potential
1002114,88,1075023,2,4,4,At Risk
1002115,18,161666,5,1,1,Potential
1002116,538,4865736,1,5,5,At Risk
1002117,24,233346,4,2,2,Potential
1002118,50,512281,3,3,3,Loyal
1002119,107,1104102,2,4,4,At Risk
1002121,108,886060,2,4,4,At Risk
1002122,114,1025231,2,4,4,At Risk
1002123,22,170517,4,1,1,Potential
1002124,357,3543720,1,5,5,At Risk
1002125,123,1398762,2,4,5,At Risk
1002126,43,382646,3,3,2,Loyal
1002127,96,671669,2,4,3,At Risk
1002128,11,112393,5,1,1,Potential
1002129,183,1587232,1,5,5,At Risk
1002130,35,289794,4,2,2,Potential
1002131,189,1885996,1,5,5,At Risk
1002132,44,392479,3,3,3,Loyal
1002133,11,93562,5,1,1,Potential
1002134,43,329348,3,3,2,Loyal
1002135,8,61738,5,1,1,Potential
1002136,88,802001,2,4,4,At Risk
1002137,40,495468,4,2,3,Potential
1002138,33,381797,4,2,2,Potential
1002139,32,290842,4,2,2,Potential
1002140,110,1053728,2,4,4,At Risk
1002141,11,126864,5,1,1,Potential
1002142,43,447679,3,3,3,Loyal
1002143,61,625043,3,3,3,Loyal
1002144,56,432283,3,3,3,Loyal
1002145,122,1238491,2,4,4,At Risk
1002146,65,821730,3,3,4,Loyal
1002147,50,543710,3,3,3,Loyal
1002148,143,1399436,1,5,5,At Risk
1002149,30,270475,4,2,2,Potential
1002150,17,158554,5,1,1,Potential
1002151,22,150925,4,1,1,Potential
1002152,14,149108,5,1,1,Potential
1002153,207,1956791,1,5,5,At Risk
1002154,33,322589,4,2,2,Potential
1002155,47,376353,3,3,2,Loyal
1002156,168,1451373,1,5,5,At Risk
1002157,81,669912,2,4,3,At Risk
1002158,66,683288,3,3,3,Loyal
1002159,22,217487,4,1,2,Potential
1002160,9,77353,5,1,1,Potential
1002161,70,571507,3,3,3,Loyal
1002162,109,943751,2,4,4,At Risk
1002163,57,818481,3,3,4,Loyal
1002164,257,2633491,1,5,5,At Risk
1002165,115,1481545,2,4,5,At Risk
1002166,126,1257714,2,4,4,At Risk
1002167,117,868266,2,4,4,At Risk
1002168,200,1832054,1,5,5,At Risk
1002169,19,130747,5,1,1,Potential
1002170,60,562132,3,3,3,Loyal
1002171,53,596212,3,3,3,Loyal
1002172,248,1899111,1,5,5,At Risk
1002173,168,1555490,1,5,5,At Risk
1002174,90,698055,2,4,3,At Risk
1002175,99,1133853,2,4,4,At Risk
1002176,90,881709,2,4,4,At Risk
1002177,92,791660,2,4,4,At Risk
1002178,101,936819,2,4,4,At Risk
1002179,95,783196,2,4,4,At Risk
1002180,229,2234253,1,5,5,At Risk
1002181,476,3723189,1,5,5,At Risk
1002182,12,117725,5,1,1,Potential
1002183,23,204374,4,2,1,Potential
1002184,21,192388,5,1,1,Potential
1002185,171,1540819,1,5,5,At Risk
1002186,159,2029732,1,5,5,At Risk
1002187,76,797676,2,4,4,At Risk
1002188,233,1700470,1,5,5,At Risk
1002189,19,185991,5,1,1,Potential
1002190,71,751967,3,3,4,Loyal
1002191,17,137572,5,1,1,Potential
1002192,59,725372,3,3,4,Loyal
1002193,16,168925,5,1,1,Potential
1002194,58,597127,3,3,3,Loyal
1002195,157,1523262,1,5,5,At Risk
1002196,23,204990,4,2,1,Potential
1002197,25,236177,4,2,2,Potential
1002198,40,290628,4,2,2,Potential
1002199,72,539673,2,3,3,At Risk
1002200,36,396187,4,2,3,Potential
1002201,38,479253,4,2,3,Potential
1002202,42,261466,3,3,2,Loyal
1002203,304,3455679,1,5,5,At Risk
1002204,19,187017,5,1,1,Potential
1002205,268,1951554,1,5,5,At Risk
1002206,79,701657,2,4,4,At Risk
1002207,9,97442,5,1,1,Potential
1002208,153,1323820,1,5,4,At Risk
1002209,15,96893,5,1,1,Potential
1002210,24,204446,4,2,1,Potential
1002211,144,1362687,1,5,5,At Risk
1002212,53,415585,3,3,3,Loyal
1002213,26,261784,4,2,2,Potential
1002214,48,408499,3,3,3,Loyal
1002215,109,1133884,2,4,4,At Risk
1002216,33,230742,4,2,2,Potential
1002217,26,201715,4,2,1,Potential
1002218,25,260749,4,2,2,Potential
1002219,125,990745,2,4,4,At Risk
1002220,18,172359,5,1,1,Potential
1002221,93,923998,2,4,4,At Risk
1002222,119,834016,2,4,4,At Risk
1002223,290,2272697,1,5,5,At Risk
1002224,18,228812,5,1,2,Potential
1002225,231,1952546,1,5,5,At Risk
1002226,31,279897,4,2,2,Potential
1002227,26,335466,4,2,2,Potential
1002228,37,493558,4,2,3,Potential
1002229,18,133340,5,1,1,Potential
1002230,139,937049,2,4,4,At Risk
